text,label,text_length
im gonnamissu so much!!i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract!! luv yaxx,0,153
freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,1,156
probably gonna swing by in a wee bit,0,36
"i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too",0,91
"someone has contacted our dating service and entered your phone becausethey fancy you! to find out who it is call from a landline 09058098002. pobox1, w14rg 150p",1,161
then we gotta do it after that,0,30
going on nothing great.bye,0,26
miss call miss call khelate kintu opponenter miss call dhorte lage. thats d rule. one with great phone receiving quality wins.,0,126
so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck,0,104
no problem with the renewal. i.ll do it right away but i dont know his details.,0,79
ultimately tor motive tui achieve korli.,0,40
i think i've fixed it can you send a test message?,0,50
"my painful personal thought- ""i always try to keep everybody happy all the time. but nobody recognises me when i am alone""",0,122
hey what are you doing. y no reply pa..,0,39
dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,0,110
ok lar i double check wif da hair dresser already he said wun cut v short. he said will cut until i look nice.,0,110
great news! call freefone 08006344447 to claim your guaranteed £1000 cash or £2000 gift. speak to a live operator now!,1,118
hello beautiful r u ok? i've kinda ad a row wiv and he walked out the pub?? i wanted a night wiv u miss u,0,105
i love your ass! do you enjoy doggy style? :),0,45
4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,1,155
"no, its true..k,do u knw dis no. &lt;#&gt; ?",0,44
hi juan. im coming home on fri hey. of course i expect a welcome party and lots of presents. ill phone u when i get back. loads of love nicky x x x x x x x x x,0,159
thinkin about someone is all good. no drugs for that,0,52
5p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,1,160
"ta-daaaaa! i am home babe, are you still up ?",0,45
i emailed yifeng my part oredi.. can ü get it fr him..,0,54
yep then is fine 7.30 or 8.30 for ice age.,0,42
i enjoy watching and playing football and basketball. anything outdoors. and you?,0,81
i was slept that time.you there?,0,32
why nothing. ok anyway give me treat,0,36
k.k:)apo k.good movie.,0,22
she left it very vague. she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. but checking online now and all places around usc are &lt;#&gt; and up,0,255
i sent lanre fakeye's eckankar details to the mail box,0,54
good. good job. i like entrepreneurs,0,36
yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.,1,109
need a coffee run tomo?can't believe it's that time of week already,0,67
i really need 2 kiss u i miss u my baby from ur baby 4eva,0,57
ur hmv quiz cash-balance is currently £500 - to maximize ur cash-in now send hmv1 to 86688 only 150p/msg,1,104
"i'm there and i can see you, but you can't see me ? maybe you should reboot ym ? i seen the buzz",0,96
"sorry, my battery died, i can come by but i'm only getting a gram for now, where's your place?",0,94
you are a winner you have been specially selected to receive £1000 cash or a £2000 award. speak to a live operator to claim call 087147123779am-7pm. cost 10p,1,157
dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,210
sounds great! are you home now?,0,31
"ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179
no..he joined today itself.,0,27
hey leave it. not a big deal:-) take care.,0,42
by monday next week. give me the full gist,0,42
also remember to get dobby's bowl from your car,0,47
where can download clear movies. dvd copies.,0,44
"cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! have a beautiful morning. see you in the library later.",0,172
"hm good morning, headache anyone? :-)",0,37
i love you. you set my soul on fire. it is not just a spark. but it is a flame. a big rawring flame. xoxo,0,105
"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas",0,156
"if you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",0,116
"hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ...",0,129
badrith is only for chennai:)i will surely pick for us:)no competition for him.,0,79
xmas iscoming & ur awarded either £500 cd gift vouchers & free entry 2 r £100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription,1,154
on hen night. going with a swing,0,32
you are a very very very very bad girl. or lady.,0,48
"i am in tirupur da, once you started from office call me.",0,57
"fuck babe ... i miss you already, you know ? can't you let me send you some money towards your net ? i need you ... i want you ... i crave you ...",0,146
mm that time you dont like fun,0,30
"text me when you get off, don't call, my phones having problems",0,63
okie.. thanx..,0,14
hi where you. you in home or calicut?,0,37
its just the effect of irritation. just ignore it,0,49
it means u could not keep ur words.,0,35
lol i know! they're so dramatic. schools already closed for tomorrow. apparently we can't drive in the inch of snow were supposed to get.,0,137
left dessert. u wan me 2 go suntec look 4 u?,0,44
hey sexy buns! what of that day? no word from you this morning on ym ... :-( ... i think of you,0,95
i've been searching for the right words to thank you for this breather. i promise i wont take your help for granted and will fulfil my promise. you have been wonderful and a blessing at all times.,0,196
i can do that! i want to please you both inside and outside the bedroom...,0,74
what time you coming down later?,0,32
i ask if u meeting da ge tmr nite...,0,36
he is world famamus....,0,23
holy living christ what is taking you so long,0,45
booked ticket for pongal?,0,25
aight do you still want to get money,0,36
"its ok., i just askd did u knw tht no?",0,38
wot student discount can u get on books?,0,40
"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you",0,95
i'm in a movie. call me 4 wat?,0,30
send to someone else :-),0,24
urgent! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only,1,158
please call 08712402779 immediately as there is an urgent message waiting for you,1,81
it's still not working. and this time i also tried adding zeros. that was the savings. the checking is &lt;#&gt;,0,112
:-( that's not v romantic!,0,26
oh ok..,0,7
will you like to be spoiled? :),0,31
i'm not driving... raining! then i'll get caught at e mrt station lor.,0,70
its ok..come to my home it vl nice to meet and v can chat..,0,59
haven't heard anything and he's not answering my texts so i'm guessing he flaked. that said the jb is fantastic,0,111
k do i need a login or anything,0,31
did u download the fring app?,0,29
so can collect ur laptop?,0,25
cheers lou! yeah was a goodnite shame u neva came! c ya gailxx,0,62
thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash. name the new us president? txt ans to 80082,1,138
that's a shame! maybe cld meet for few hrs tomo?,0,48
"dear friends, sorry for the late information. today is the birthday of our loving ar.praveesh. for more details log on to face book and see. its his number + &lt;#&gt; . dont miss a delicious treat.",0,198
"life alle mone,eppolum oru pole allalo",0,38
lol your right. what diet? everyday i cheat anyway. i'm meant to be a fatty :(,0,78
okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,1,161
k:)all the best:)congrats...,0,28
"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever....",0,126
ok. very good. its all about making that money.,0,47
hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0,96
sounds like you have many talents! would you like to go on a dinner date next week?,0,83
i think chennai well settled?,0,29
yar he quite clever but aft many guesses lor. he got ask me 2 bring but i thk darren not so willing 2 go. aiya they thk leona still not attach wat.,0,147
reason is if the team budget is available at last they buy the unsold players for at base rate..,0,96
later i guess. i needa do mcat study too.,0,41
"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply",1,155
"got ur mail dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,205
"oh... i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... okie lor, u call me when ready...",0,125
have you heard about that job? i'm going to that wildlife talk again tonight if u want2come. its that2worzels and a wizzle or whatever it is?!,0,142
ok i juz receive..,0,18
pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,0,68
hi. i'm always online on yahoo and would like to chat with you someday,0,70
are you plans with your family set in stone ?,0,45
